MGI_ID,MGI_Symbol
MGI:1924086,Polr3f
MGI:1924093,Dtl
MGI:1924095,Eid2b
MGI:1924096,Rps9
MGI:1924100,Ago4
MGI:1924104,Gper1
MGI:1924105,Slc17a5
MGI:1924106,Catsper3
MGI:1924107,Spopl
MGI:1924108,Nlrp14
MGI:1924113,Dcun1d5
MGI:1924116,Morn1
MGI:1924117,Rhbdd1
MGI:1924118,Lrrc52
MGI:1924122,Ccdc116
MGI:1924124,4930469K13Rik
MGI:1924125,4930516K23Rik
MGI:1924127,Rab36
MGI:1924134,Cyfip2
MGI:1924136,Fam81a
MGI:1924139,Coq8b
MGI:1924140,Memo1
MGI:1924142,Rnft1
MGI:1924143,Cers2
MGI:1924144,Mettl15
MGI:1924145,Bicd2
MGI:1924147,Ralyl
MGI:1924148,B3gat1
MGI:1924149,Golga1
MGI:1924150,Ssbp4
MGI:1924151,Jade2
MGI:1924155,Lrg1
MGI:1924161,Brd1
MGI:1924164,Mup10
MGI:1924165,Mnd1
MGI:1924167,Flywch2
MGI:1924170,Arrdc5
MGI:1924175,Spata46
MGI:1924177,Tsacc
MGI:1924182,Arfip2
MGI:1924183,Ifi27l2a
MGI:1924188,Rbm17
MGI:1924192,Lypd5
MGI:1924193,Psapl1
MGI:1924197,Ndufaf6
MGI:1924198,Rnf225
MGI:1924203,Emsy
MGI:1924208,2210418O10Rik
MGI:1924209,Chmp5
MGI:1924210,Bcas1
MGI:1924214,2610028H24Rik
MGI:1924217,2700049A03Rik
MGI:1924218,2310046K23Rik
MGI:1924219,Chst1
MGI:1924221,Sult2a8
MGI:1924223,Fbxo21
MGI:1924226,Arxes2
MGI:1924230,Ube2ql1
MGI:1924232,Vxn
MGI:1924233,Scfd1
MGI:1924234,Katnal2
MGI:1924237,Hdhd2
MGI:1924238,Rdh10
MGI:1924248,Fbxw27
MGI:1924256,Ddrgk1
MGI:1924258,Ppp1r12c
MGI:1924261,Ticrr
MGI:1924265,Mpped2
MGI:1924268,Col25a1
MGI:1924270,Atl3
MGI:1924271,Igip
MGI:1924281,Slc9a8
MGI:1924282,Tstd3
MGI:1924284,2510039O18Rik
MGI:1924285,Kdm8
MGI:1924286,1700109H08Rik
MGI:1924287,Mrap
MGI:1924288,Arfgap2
MGI:1924290,Atg16l1
MGI:1924291,Arsk
MGI:1924292,Hyal4
MGI:1924293,4632433K11Rik
MGI:1924294,Arid2
MGI:1924295,Bcl7a
MGI:1924298,Cep83
MGI:1924299,4921528I07Rik
MGI:1924301,Os9
MGI:1924303,Sun1
MGI:1924305,Krt76
MGI:1924306,Tmco4
MGI:1924307,Ston1
MGI:1924308,Ccdc183
MGI:1924311,Garre1
MGI:1924315,Ints7
MGI:1924317,Cacfd1
MGI:1924337,Ankrd11
MGI:1924340,Ocel1
MGI:1924344,Adat3
MGI:1924348,Colgalt1
MGI:1924356,Tmem181a
MGI:1924360,Gpbp1l1
MGI:1924363,Klhl2
MGI:1924366,Mtmr2
MGI:1924367,Zfp934
MGI:1924375,Il33
MGI:1924378,Crebrf
MGI:1924384,Hnrnpa0
MGI:1924386,Cep78
MGI:1924393,Trip11
MGI:1924399,Pacs2
MGI:1924407,Dpcd
MGI:1924408,Coq6
MGI:1924415,Atp6v0d2
MGI:1924427,Sobp
MGI:1924434,Pimreg
MGI:1924444,Tmem139
MGI:1924446,Nxnl1
MGI:1924450,5430403G16Rik
MGI:1924456,Atp13a4
MGI:1924461,Rarres1
MGI:1924462,Wipf2
MGI:1924465,Krtap5-3
MGI:1924467,Rspo4
MGI:1924470,Tmem200a
MGI:1924483,Fam118b
MGI:1924486,Sccpdh
MGI:1924487,Cc2d2a
MGI:1924488,Nipal2
MGI:1924489,Tmem44
MGI:1924502,9430038I01Rik
MGI:1924504,Yif1b
MGI:1924514,Zfp142
MGI:1924536,Nkrf
MGI:1924546,Fam162b
MGI:1924550,Raph1
MGI:1924555,Wdr82
MGI:1924557,Lrrc39
MGI:1924558,Tspan9
MGI:1924567,Miga1
MGI:1924568,Ankrd55
MGI:1924574,Sorbs2
MGI:1924587,Akr1c21
MGI:1924596,Adtrp
MGI:1924601,Zbtb5
MGI:1924602,Axdnd1
MGI:1924608,9430069I07Rik
MGI:1924621,Sec24a
MGI:1924627,Kcnt1
MGI:1924647,9530003J23Rik
MGI:1924657,Rab35
MGI:1924661,Esrp2
MGI:1924662,Wdr17
MGI:1924672,C330018D20Rik
MGI:1924674,Spinkl
MGI:1924682,9530002B09Rik
MGI:1924696,Heg1
MGI:1924705,Rlf
MGI:1924709,Ssc4d
MGI:1924712,Tmem116
MGI:1924714,Prr5
MGI:1924730,Kidins220
MGI:1924735,Stk31
MGI:1924748,Actr5
MGI:1924750,Ppfia1
MGI:1924753,Alg9
MGI:1924755,Dnhd1
MGI:1924767,Zfyve26
MGI:1924769,Zfp266
MGI:1924772,Tmem213
MGI:1924781,Anks1b
MGI:1924782,Jrkl
MGI:1924785,Gprin3
MGI:1924792,Nxpe4
MGI:1924802,Shisa4
MGI:1924809,Agl
MGI:1924814,R3hdm4
MGI:1924817,Tram2
MGI:1924819,Limch1
MGI:1924823,Vps33a
MGI:1924825,Kmt2e
MGI:1924827,Spns3
MGI:1924828,Bcl9
MGI:1924832,Mboat7
MGI:1924833,Notum
MGI:1924834,Spidr
MGI:1924836,Mthfd1l
MGI:1924840,Chst15
MGI:1924841,Ddx10
MGI:1924845,Nup210l
MGI:1924846,Adgrf1
MGI:1924854,Rbm12b2
MGI:1924855,H2az2
MGI:1924859,Odad3
MGI:1924863,Prss36
MGI:1924869,Prelid2
MGI:1924872,Apex2
MGI:1924876,Smpd4
MGI:1924877,Efcab6
MGI:1924879,Sphkap
MGI:1924880,Prdm8
MGI:1924882,Pramel13
MGI:1924885,Socs6
MGI:1924893,Ric1
MGI:1924894,C330007P06Rik
MGI:1924897,Trat1
MGI:1924908,Ap5z1
MGI:1924909,Slc25a36
MGI:1924919,Arhgef38
MGI:1924923,Defb41
MGI:1924924,Defb12
MGI:1924932,9230102O04Rik
MGI:1924933,Ehmt1
MGI:1924934,Bsph2
MGI:1924937,Kcnq5
MGI:1924939,Tmem250-ps
MGI:1924947,Mmab
MGI:1924951,Lcn12
MGI:1924954,Lcn9
MGI:1924955,Cstdc2
MGI:1924956,Abcb5
MGI:1924963,Peli3
MGI:1924967,Smim41
MGI:1924968,Slf2
MGI:1924971,Mrps5
MGI:1924977,6030468B19Rik
MGI:1924983,Rnf170
MGI:1924989,Adamtsl1
MGI:1924992,Fbxo42
MGI:1924994,Bora
MGI:1925000,Lcn10
MGI:1925004,Prune2
MGI:1925013,Krtap10-4
MGI:1925016,Elp4
MGI:1925017,Ermn
MGI:1925021,Csrnp3
MGI:1925022,Dcst1
MGI:1925027,Ulbp1
MGI:1925031,Epm2aip1
MGI:1925037,Gramd1b
MGI:1925044,Adamtsl2
MGI:1925048,A930009A15Rik
MGI:1925049,Sla2
MGI:1925053,Shisal2b
MGI:1925055,Esco1
MGI:1925059,Lrrc42
MGI:1925064,Dstyk
MGI:1925067,A930018O16Rik
MGI:1925076,Lhfpl3
MGI:1925077,Krba1
MGI:1925082,Tchp
MGI:1925103,Msl2
MGI:1925106,Ankrd66
MGI:1925112,Thyn1
MGI:1925114,Ypel2
MGI:1925120,E130116L18Rik
MGI:1925123,Zbtb44
MGI:1925127,6030458C11Rik
MGI:1925133,6030498E09Rik
MGI:1925139,Lbh
MGI:1925141,Ube2s
MGI:1925144,Prickle2
MGI:1925152,Prune1
MGI:1925155,Fate1
MGI:1925158,Pate13
MGI:1925163,A030003K21Rik
MGI:1925164,Krtap17-1
MGI:1925167,A030014E15Rik
MGI:1925168,Krtap19-3
MGI:1925171,A030005K14Rik
MGI:1925172,A030005L19Rik
MGI:1925177,Ccdc88a
MGI:1925179,Yipf6
MGI:1925182,Sh2d4b
MGI:1925188,Fam53b
MGI:1925190,A930004D18Rik
MGI:1925201,Cyp20a1
MGI:1925212,Scaf8
MGI:1925213,Hook1
MGI:1925219,Trmt13
MGI:1925224,Rdh12
MGI:1925225,Tmem50b
MGI:1925226,Nuak1
MGI:1925230,Sbf1
MGI:1925237,Ascc3
MGI:1925246,Cutal
MGI:1925248,Grifin
MGI:1925254,Prr15
MGI:1925255,Rrn3
MGI:1925266,Ccdc150
MGI:1925270,4930522L14Rik
MGI:1925288,Mccc2
MGI:1925301,Them6
MGI:1925302,Tmem190
MGI:1925307,4930583I09Rik
MGI:1925312,4930595D18Rik
MGI:1925331,Crisp4
MGI:1925338,Sowahb
MGI:1925342,Samt1b
MGI:1925343,Cep162
MGI:1925349,Atrip
MGI:1925350,Msantd4
MGI:1925368,4930451I11Rik
MGI:1925371,Dnajc21
MGI:1925374,Spata31
MGI:1925378,Spag11a
MGI:1925384,Lpar4
MGI:1925401,4930404H24Rik
MGI:1925424,Cox7b2
MGI:1925427,Ninl
MGI:1925441,Bnip5
MGI:1925467,Tmem210
MGI:1925482,Trappc6b
MGI:1925489,Spint4
MGI:1925490,Cst11
MGI:1925491,Batf3
MGI:1925492,Spink12
MGI:1925493,9230112D13Rik
MGI:1925495,Acbd7
MGI:1925496,Phf23
MGI:1925498,Armcx1
MGI:1925499,Adgrf4
MGI:1925500,Iqch
MGI:1925501,Zfp712
MGI:1925502,Nxpe2
MGI:1925503,Map4k5
MGI:1925505,Ralgps2
MGI:1925507,Lrrc9
MGI:1925508,Mroh9
MGI:1925516,Zfp687
MGI:1925517,Klhdc8b
MGI:1925528,Ddo
MGI:1925537,Rbsn
MGI:1925542,Orai1
MGI:1925543,Tbcel
MGI:1925544,Rps27a
MGI:1925553,H2bu2
MGI:1925554,Naa38
MGI:1925556,Tsga10ip
MGI:1925558,Gpr108
MGI:1925559,Cul9
MGI:1925560,1810024B03Rik
MGI:1925567,Ccdc88b
MGI:1925571,Ankrd23
MGI:1925573,Fam219b
MGI:1925583,Prpf40b
MGI:1925584,Cdk19
MGI:1925589,Ttyh3
MGI:1925604,Lypd8l
MGI:1925616,Gng13
MGI:1925619,Icam4
MGI:1925622,Snrnp25
MGI:1925623,Nudt17
MGI:1925632,Lce6a
MGI:1925638,Mvp
MGI:1925640,Pla2g4d
MGI:1925642,Fnbp1l
MGI:1925644,Ddx52
MGI:1925658,Fam131a
MGI:1925662,Cyren
MGI:1925664,1700034E13Rik
MGI:1925666,Rnase6
MGI:1925668,Pgm5
MGI:1925678,Pym1
MGI:1925680,Prr9
MGI:1925694,Pgpep1l
MGI:1925705,Helz
MGI:1925706,C030002A05Rik
MGI:1925709,1700057G04Rik
MGI:1925715,Ccdc190
MGI:1925719,Tmem247
MGI:1925723,Skap1
MGI:1925726,Antxrl
MGI:1925728,Tmsb15a
MGI:1925732,1700123L14Rik
MGI:1925751,Itih5
MGI:1925752,Tmem159
MGI:1925756,Micu3
MGI:1925764,Arhgap10
MGI:1925771,B230219D22Rik
MGI:1925791,Asb8
MGI:1925808,Htra3
MGI:1925810,Adgra2
MGI:1925828,Cnih4
MGI:1925831,Utp23
MGI:1925835,Jade1
MGI:1925836,Srbd1
MGI:1925843,Nrip3
MGI:1925847,Fhod3
MGI:1925850,Pde6h
MGI:1925859,Cstdc1
MGI:1925860,Uvrag
MGI:1925861,Btbd19
MGI:1925867,Cstad
MGI:1925868,Acap2
MGI:1925869,Zfp449
MGI:1925875,Acsbg3
MGI:1925884,Spaca7
MGI:1925901,Lsm6
MGI:1925902,Ccdc166
MGI:1925903,Bola3
MGI:1925905,Eif3j1
MGI:1925906,Brd8
MGI:1925911,C1qtnf7
MGI:1925912,Arhgef19
MGI:1925915,Marchf2
MGI:1925920,Plekhj1
MGI:1925927,Rnf20
MGI:1925938,Nol3
MGI:1925939,Naa35
MGI:1925941,C030006K11Rik
MGI:1925947,Pus7
MGI:1925953,Zfp972
MGI:1925959,Spink8
MGI:1925975,Ly6g6g
MGI:1925976,Scaper
MGI:1925983,Troap
MGI:1925998,Rassf10
MGI:1925999,Filip1l
MGI:1926001,Zc3h6
MGI:1926002,Csgalnact2
MGI:1926003,Lipm
MGI:1926004,Galnt15
MGI:1926005,Fam122b
MGI:1926006,Cpxm2
MGI:1926007,Rictor
MGI:1926014,Fbxo22
MGI:1926017,Efcab11
MGI:1926020,Arl14ep
MGI:1926021,Mctp1
MGI:1926022,Hhipl2
MGI:1926024,Cfap61
MGI:1926027,Tepsin
MGI:1926029,Spata2l
MGI:1926031,Zc3hav1
MGI:1926033,Brpf1
MGI:1926034,Celf3
MGI:1926037,Usp54
MGI:1926039,Vsig1
MGI:1926040,4930414F18Rik
MGI:1926045,Armc9
MGI:1926046,Zcchc4
MGI:1926047,Ndor1
MGI:1926048,Eml4
MGI:1926051,Ak7
MGI:1926052,Ttc30a1
MGI:1926053,Fbxo43
MGI:1926056,Stpg1
MGI:1926058,Stxbp5
MGI:1926059,4930562C15Rik
MGI:1926063,Nckap1l
MGI:1926066,Gmip
MGI:1926074,Ubash3a
MGI:1926075,Desi2
MGI:1926076,P2ry10
MGI:1926078,Rhot1
MGI:1926079,Tsc22d4
MGI:1926080,Slc25a12
MGI:1926081,Ncln
MGI:1926082,Cacul1
MGI:1926083,Gins3
MGI:1926084,Zfp623
MGI:1926089,Slc5a10
MGI:1926097,Prima1
MGI:1926102,Zfp536
MGI:1926106,Fam163b
MGI:1926116,Abraxas2
MGI:1926119,Pdk1
MGI:1926129,Arid1b
MGI:1926134,Zdhhc3
MGI:1926135,Coro7
MGI:1926137,Sfi1
MGI:1926139,Wsb1
MGI:1926140,Trmt44
MGI:1926142,Crispld2
MGI:1926143,Cnot10
MGI:1926144,Aacs
MGI:1926145,Pus7l
MGI:1926146,Ecrg4
MGI:1926153,Wrnip1
MGI:1926154,Cfap20dc
MGI:1926156,Misp
MGI:1926157,Atf6
MGI:1926158,Igsf3
MGI:1926159,Mdn1
MGI:1926160,Asb15
MGI:1926161,Trim42
MGI:1926162,Sp2
MGI:1926163,Ltn1
MGI:1926164,Nadsyn1
MGI:1926169,Fndc8
MGI:1926170,Dlst
MGI:1926171,9130019O22Rik
MGI:1926173,Chsy3
MGI:1926176,Gas2l1
MGI:1926178,Pigt
MGI:1926179,Polr3h
MGI:1926185,Saal1
MGI:1926186,Wdr76
MGI:1926187,Avl9
MGI:1926188,Fbxo34
MGI:1926189,Emilin1
MGI:1930124,Apom
MGI:1930128,Zc3h8
MGI:1930129,Rhox4b
MGI:1930134,Ern1
MGI:1930136,Pmfbp1
MGI:1890663,Dkk2
MGI:1930146,Pmaip1
MGI:1930150,Popdc2
MGI:1930153,Popdc3
MGI:1930171,Nectin3
MGI:1930182,Nme3
MGI:1891471,Spsb3
MGI:1930188,Mrps34
MGI:1930190,Cramp1
MGI:1930197,Ncapg
MGI:1930252,Srd5a3
MGI:1890655,Pdcl2
MGI:1930265,Osbpl5
MGI:1930269,Tnfrsf23
MGI:1930270,Tnfrsf22
MGI:1890618,Zfp319
MGI:1891259,Lrat
MGI:1890659,Trim39
MGI:1890394,Ankrd24
MGI:1930618,Krit1
MGI:1930004,Cst10
MGI:1930638,Cyp3a25
MGI:1930643,Clcnkb
MGI:1930666,Higd1a
MGI:1930704,Bhlhe41
MGI:1930705,Stx1b
MGI:1930708,Zfp386
MGI:1930715,Ube2d2a
MGI:1930751,Trpc4ap
MGI:1930765,Tmem115
MGI:1930768,Arid3b
MGI:1930780,Myh10
MGI:1930787,Insm2
MGI:1930790,Pate4
MGI:1930801,Spz1
MGI:1930803,Tesc
MGI:1930842,Ankrd49
MGI:1930849,Sh3bgrl
MGI:1930867,Scgb1b2
MGI:1930923,Slurp1
MGI:1930943,Rrad
MGI:1930948,Gar1
MGI:1930949,Gpr180
MGI:1930951,Fam181b
MGI:1923555,Nap1l5
MGI:1930957,Nudt11
MGI:1918475,4933428G20Rik
MGI:1930964,Thap11
MGI:1920893,1700123O20Rik
MGI:1921582,Moxd1
MGI:1931026,Sertad2
MGI:1931028,Recql4
MGI:1931029,Golga7
MGI:1931035,Nelfb
MGI:1931050,Ralgapa1
MGI:1931051,Noc2l
MGI:1931052,Aldoart2
MGI:1931053,Marchf7
MGI:1931054,Slc43a3
MGI:1931071,Sec61a2
MGI:1931086,Tusc2
MGI:1931123,Inpp4a
MGI:1931131,Tex21
MGI:1931144,Parva
MGI:1931148,Nme4
MGI:1931221,Hdac9
MGI:1931224,Stmn4
MGI:1931237,Wwox
MGI:1931249,Slc35b4
MGI:1931250,Nkg7
MGI:1931256,Cubn
MGI:1931271,Olfr160
MGI:1890662,Slc9a3r2
MGI:1891393,Igsf6
MGI:1931295,Rab27b
MGI:1931307,Slc19a3
MGI:1931321,Pbx4
MGI:1931322,Car13
MGI:1931324,Car15
MGI:1931352,Slc43a1
MGI:1931415,Mynn
MGI:1890219,Cdh23
MGI:1931437,Smpdl3a
MGI:1931441,Qtrt1
MGI:1931457,Cblc
MGI:1931464,Calm4
MGI:1931465,Pycard
MGI:1931466,Selenok
MGI:1931471,Clca3a2
MGI:1931523,H1f1
MGI:1931526,H1f2
MGI:1931527,H1f4
MGI:1931551,Rhoj
MGI:1931553,Rhoq
MGI:1931556,Ghdc
MGI:1931560,Dhx58
MGI:1891061,Oxct2a
MGI:1891346,Fgf20
MGI:1931595,Nfkbiz
MGI:1931627,Fgf16
MGI:1931744,Uck2
MGI:1931749,Pum1
MGI:1931751,Pum2
MGI:1890614,Dusp12
MGI:1931787,Scyl1
MGI:1931797,Ckap2
MGI:1931825,Chst5
MGI:1931834,Nckipsd
MGI:1931835,Trim44
MGI:1931838,Dbn1
MGI:1931870,Zbtb22
MGI:1931871,Wdr46
MGI:1931874,Dnajb1
MGI:1931881,Dnajb12
MGI:1931882,Dnaja2
MGI:1932027,Btnl1
MGI:1932036,Btnl4
MGI:1932038,Btnl6
MGI:1932040,Sil1
MGI:1932051,Kat5
MGI:1932052,Chia1
MGI:1932075,Agpat1
MGI:1932093,Jdp2
MGI:1932094,Egfl8
MGI:1932101,Ankrd17
MGI:1930791,Tex101
MGI:1932115,Papolb
MGI:1932127,Fkbpl
MGI:1932134,Rpgrip1
MGI:1932136,C1qtnf3
MGI:1932137,Tnxb
MGI:1932139,Oga
MGI:1891410,Pacsin3
MGI:1932289,Sorcs2
MGI:1932339,Sf3b1
MGI:1932374,Cacng7
MGI:1932376,Cacng8
MGI:1932386,Ift122
MGI:1932389,Tlr9
MGI:1932395,Rrbp1
MGI:1891198,Zfp108
MGI:1891017,Zfpl1
MGI:1932403,Cyp4x1
MGI:1932407,Celf4
MGI:1932411,Tmem108
MGI:1932466,Klb
MGI:1932475,Siglece
MGI:1932491,Prp2
MGI:1932535,Glis2
MGI:1932544,Ndst3
MGI:1932545,Ndst4
MGI:1932557,Letm1
MGI:1929988,Klf15
MGI:1932575,Sp6
MGI:1932576,Akap12
MGI:1932610,Noc3l
MGI:1932622,Cstf2t
MGI:1932697,Lamtor2
MGI:1932723,Gimap3
MGI:1932872,Ctns
MGI:1932915,Ndel1
MGI:1932970,Ucn3
MGI:1932410,Il23a
MGI:1928144,Plekha2
MGI:1932515,Plekha3
MGI:1927643,Rsph6a
MGI:1933105,Ublcp1
MGI:1933107,Cptp
MGI:1933108,Zxdc
MGI:1933111,Apobec3
MGI:1933112,Rilpl2
MGI:1933113,Gpr146
MGI:1933114,Bcl9l
MGI:1933117,Parp9
MGI:1933118,Pgam2
MGI:1933124,Sh3bp5l
MGI:1933126,Cdk5rap3
MGI:1933131,Kcnip4
MGI:1933134,Tusc3
MGI:1933137,Cttnbp2nl
MGI:1933141,Smim12
MGI:1933146,Mettl27
MGI:1933148,Abtb1
MGI:1933154,Slc26a5
MGI:1933156,Acox3
MGI:1933157,Pdzrn3
MGI:1933158,Impa1
MGI:1933159,Rnf114
MGI:1933161,Trim23
MGI:1933165,Plagl2
MGI:1933169,Sacm1l
MGI:1933172,Chrdl1
MGI:1933174,Bri3
MGI:1933176,Gsdmc
MGI:1933177,Pik3ap1
MGI:1933179,Srcin1
MGI:1933180,Fthl17e
MGI:1933181,Eif3d
MGI:1891384,Mov10l1
MGI:1933185,Ctps2
MGI:1933192,Nxf2
MGI:1933196,Rad54l2
MGI:1890541,Pramel1
MGI:1891420,Tlnrd1
MGI:1891421,Mesd
MGI:1933204,Rbm5
MGI:1933206,Grin3a
MGI:1933209,Tm6sf1
MGI:1933210,Tm6sf2
MGI:1933212,Ngrn
MGI:1890657,Pramel3
MGI:1890518,Nlrp4c
MGI:1933218,Tdrd1
MGI:1890544,Tex13b
MGI:1933227,Tex14
MGI:1890545,Tex16
MGI:1890546,Lin28a
MGI:1890391,Fstl3
MGI:1933237,Tex11
MGI:1933244,Tktl1
MGI:1933247,Usp26
MGI:1933250,Unc93a
MGI:1933277,Gtf2a1
MGI:1933281,Sycp2
MGI:1933289,Gtf2a2
MGI:1933331,Elovl4
MGI:1933365,Sytl1
MGI:1933366,Sytl2
MGI:1933367,Sytl3
MGI:1930140,Wdr6
MGI:1891433,Sppl3
MGI:1891434,Pde4dip
MGI:1891435,Atp5md
MGI:1933382,Ifitm2
MGI:1933383,Hcar2
MGI:1933384,Castor2
MGI:1933388,Bicc1
MGI:1933391,Maged2
MGI:1933395,Lactb
MGI:1933397,Fcrls
MGI:1891366,Cnnm1
MGI:1933401,Zfp202
MGI:1933403,Erap1
MGI:1933407,Tmprss5
MGI:1933427,Akr1c6
MGI:1933437,Tcstv1
MGI:1931520,Dbr1
MGI:1933527,Srrt
MGI:1933532,Slc12a9
MGI:1933213,Dpp7
MGI:1890563,Wasf1
MGI:1927505,Tas1r1
MGI:1933546,Tas1r2
MGI:1933547,Tas1r3
MGI:1933548,Actl6b
MGI:1933621,Smarcd2
MGI:1933623,Smarcd1
MGI:1933735,Eif5a2
MGI:1933744,Cenpq
MGI:1933754,Nedd4l
MGI:1930958,Tnk1
MGI:1891414,Cep41
MGI:1927616,Trps1
MGI:1891463,Gpr137b
MGI:1890373,Cemip2
MGI:1933786,Dnaja3
MGI:1932404,Phip
MGI:1891468,Lgr4
MGI:1933820,Jam2
MGI:1933825,Jam3
MGI:1933830,Enpp5
MGI:1933765,Btbd1
MGI:1933831,Btbd2
MGI:1933833,Nrg4
MGI:1933847,Mmp1b
MGI:1933549,Slmap
MGI:1891158,Tbx19
MGI:1933945,Syt13
MGI:1933947,Rtn1
MGI:1933966,Mcam
MGI:1933988,Kremen1
MGI:1933993,Kcnn1
MGI:1934028,Ntng1
MGI:1890497,Plvap
MGI:1934029,Usp8
MGI:1934031,Pi4k2a
MGI:1933946,Ptov1
MGI:1934129,Gpr84
MGI:1934133,Gpr87
MGI:1934134,Mrgprh
MGI:1934135,Sucnr1
MGI:1934157,Cilk1
MGI:1933533,Hamp
MGI:1934229,Setdb1
MGI:1934234,Pip4k2b
MGI:1934254,Sval2
MGI:1934368,Cd96
MGI:1891338,Srpk3
MGI:1891236,Snurf
MGI:1890574,Sptbn4
MGI:1932682,Cxcl16
MGI:1934582,Cxcr6
MGI:1934604,Lias
MGI:1934667,Tnfrsf25
MGI:1934677,Pla1a
MGI:1934682,Emc9
MGI:1934704,Rnf31
MGI:1934754,Kars
MGI:1934811,Nucks1
MGI:1934765,Gpnmb
MGI:1934816,Tex15
MGI:1933973,Rbfox2
MGI:1933972,Tra2a
MGI:1933199,Setbp1
MGI:1934835,Ube2n
MGI:1934852,Acox2
MGI:1891445,Peli2
MGI:1934860,Lztfl1
MGI:1934858,Fsd1
MGI:1934919,Rnf111
MGI:1934943,Amn
MGI:1934950,Csnk1a1
MGI:1934960,Tcf23
MGI:1933153,Defb5
MGI:1935037,Gprc5d
MGI:1890410,Acss2
MGI:1935127,Smarca1
MGI:1935129,Smarca5
MGI:1935147,Arid1a
MGI:1935151,Klf7
MGI:1935169,Pcdhgb1
MGI:1935170,Pcdhgb2
MGI:1935173,Pcdhgb4
MGI:1935196,Pcdhgb5
MGI:1935197,Pcdhgb6
MGI:1935199,Pcdhgb7
MGI:1890440,Uchl4
MGI:1935201,Pcdhgc3
MGI:1935203,Pcdhgc4
MGI:1935205,Pcdhgc5
MGI:1935212,Pcdhga1
MGI:1935214,Pcdhga2
MGI:1935215,Pcdhga3
MGI:1935216,Pcdhga4
MGI:1935217,Pcdhga5
MGI:1935218,Pcdhga6
MGI:1935219,Pcdhga7
MGI:1935221,Pcdhga8
MGI:1935226,Pcdhga9
MGI:1935227,Pcdhga10
MGI:1935228,Pcdhga11
MGI:1935229,Pcdhga12
MGI:1935121,Sez6l
MGI:1935159,Hspe1-rs1
MGI:2135267,Bbs2
MGI:2135272,Vangl2
MGI:2135283,Igsf9
MGI:1890446,Dach2
MGI:2135548,Il24
MGI:2135589,Clec2d
MGI:2135593,Hadha
MGI:2135601,Slc1a4
MGI:2135604,Gmeb1
MGI:2135605,Pard6b
MGI:2135606,Pard6g
MGI:2135607,Sirt1
MGI:2135608,Pard3
MGI:2135609,Lin7a
MGI:2135610,Dync1li1
MGI:2135611,Immp2l
MGI:2135625,Glrx
MGI:2135637,Park7
MGI:1890430,Paxip1
MGI:1890404,Serhl
MGI:2135671,Lmod1
MGI:2135672,Lmod2
MGI:2135679,Hes7
MGI:1891247,Otof
MGI:2135752,Dtx3
MGI:2135738,Abo
MGI:2135755,Cox4i2
MGI:2135756,Hspb8
MGI:2135760,Sgpp1
MGI:1931130,Tac4
MGI:1933378,Pole3
MGI:2135796,Chrac1
MGI:1934923,Ifitm5
MGI:2135874,Cpn1
MGI:1890464,Ear10
MGI:1890465,Rnase2a
MGI:1890463,Ear6
MGI:2135882,Gpr45
MGI:2135884,Gpr63
MGI:2135885,Entpd7
MGI:2135916,Kcnip2
MGI:2135937,Sbk1
MGI:2135945,Lcn8
MGI:2135947,Ice2
MGI:2135946,Cd163
MGI:2135951,Mpv17l
MGI:2135954,Nkd1
MGI:2135957,Camta2
MGI:2135960,Slc12a6
MGI:2135962,Gorasp2
MGI:2135965,Frs3
MGI:2136018,Wnt16
MGI:1933302,Trim8
MGI:2136171,Aff4
MGI:1933736,Adgrb1
MGI:1927947,Selenof
MGI:2136282,Sult1b1
MGI:1890602,Gabarapl2
MGI:1930813,Osr2
MGI:2136335,Klhl1
MGI:2136381,Hadhb
MGI:2136388,Dqx1
MGI:2136401,Pabpc5
MGI:2136405,Glce
MGI:2136419,Sarm1
MGI:2136446,Nat8f2
MGI:2136449,Nat8f3
MGI:2136459,Cdc42bpb
MGI:2136460,Echs1
MGI:2136650,Clec2i
MGI:2136689,Ddx49
MGI:2136690,Cers1
MGI:2136730,Pcdhb1
MGI:2136733,Glp2r
MGI:2136735,Pcdhb2
MGI:2136737,Pcdhb3
MGI:2136738,Pcdhb4
MGI:2136739,Pcdhb5
MGI:2136740,Pcdhb6
MGI:2136741,Pcdhb7
MGI:2136742,Pcdhb8
MGI:2136744,Pcdhb9
MGI:2136745,Pcdhb10
MGI:2136746,Pcdhb11
MGI:2136747,Pcdhb12
MGI:2136748,Pcdhb13
MGI:2136749,Pcdhb14
MGI:2136750,Pcdhb15
MGI:2136752,Pcdhb16
MGI:2136754,Pcdhb17
MGI:2136756,Pcdhb18
MGI:2136757,Pcdhb19
MGI:2136758,Pcdhb20
MGI:2136759,Pcdhb21
MGI:2136760,Pcdhb22
MGI:2136761,Fzd10
MGI:2136772,Vps16
MGI:2136773,Cwc22
MGI:2136782,BC004004
MGI:2136810,Lrfn1
MGI:2136841,Morc3
MGI:2136825,N4bp1
MGI:1890651,Brwd1
MGI:2136878,B3galt5
MGI:2136882,Get1
MGI:2136886,Rtn4r
MGI:2136890,Setd4
MGI:2136910,Hemgn
MGI:2136940,Pias4
MGI:2136957,Clmn
MGI:2136959,Bcl2l13
MGI:2136971,Allc
MGI:2136976,Hdhd5
MGI:2136977,Tmem121b
MGI:2136980,Kdm5a
MGI:2137026,P2rx5
MGI:2137022,Tm2d1
