MGI_ID,MGI_Symbol
MGI:107706,Itm2a
MGI:107708,Ss18
MGI:107709,Myo7b
MGI:107711,Myo1f
MGI:107714,Dnah8
MGI:107716,Myo10
MGI:107717,Myh9
MGI:107718,Dnah5
MGI:107720,Dnah12
MGI:107721,Dnah1
MGI:107726,Supt6
MGI:107728,Myo1d
MGI:107729,Igtp
MGI:107730,Hoxb13
MGI:107731,Dnah2
MGI:107732,Myo1a
MGI:107733,Dctn2
MGI:107735,Myo9a
MGI:107736,Dync2h1
MGI:107738,Dync1li2
MGI:107739,Casp3
MGI:107741,Pvr
MGI:107742,Stra6
MGI:107743,Dync1i1
MGI:107744,Dnah6
MGI:107745,Dctn1
MGI:107749,Tpd52
MGI:107750,Dync1i2
MGI:107752,Myo1b
MGI:107754,Neurog1
MGI:107755,Neurod2
MGI:107757,Gfer
MGI:107760,Chka
MGI:107767,Zfp85
MGI:107768,Zfp87
MGI:107769,Zfp65
MGI:107771,Abr
MGI:107775,Zfp317
MGI:107776,Gadd45b
MGI:107777,Atp5j
MGI:107780,Zfp84
MGI:107783,Zfp78
MGI:107784,Zfp74
MGI:107785,Mesp1
MGI:107788,Atp1b3
MGI:107789,Aup1
MGI:107792,Lhx5
MGI:107793,Crmp1
MGI:107794,Zfp69
MGI:107795,Hnrnpc
MGI:107796,Akr7a5
MGI:107799,Gadd45a
MGI:107801,Atp5b
MGI:107804,Tuba1b
MGI:107807,Uqcrq
MGI:107809,Aamp
MGI:107810,Tfam
MGI:107811,Nptx1
MGI:107812,Tubb5
MGI:107813,Tubb3
MGI:107814,Tubb1
MGI:107815,Pfkfb2
MGI:107816,Pfkfb1
MGI:107817,Serpina5
MGI:107818,Mrc2
MGI:107821,Has2
MGI:107822,Ebp
MGI:107823,Ctsk
MGI:107824,Ccr4
MGI:107825,Adam8
MGI:107848,Tubb4a
MGI:107851,Ndufv1
MGI:107852,Gp1bb
MGI:107854,Ess2
MGI:107858,Arhgap39
MGI:107859,Gpr18
MGI:107861,Tubb2a
MGI:107862,Nop16
MGI:107863,Olfr12
MGI:107876,Uqcrc1
MGI:107877,Prkcsh
MGI:107887,Gtf3c1
MGI:107889,Exosc5
MGI:107891,Nop2
MGI:107892,Fam3c
MGI:107893,D6Wsu163e
MGI:107898,Selenoi
MGI:107899,Cd36
MGI:107901,Nfyc
MGI:107912,Ssrp1
MGI:107913,Tial1
MGI:107914,Tia1
MGI:107917,Stra8
MGI:107924,Wnt8a
MGI:107926,Rock2
MGI:107927,Rock1
MGI:107928,Aldh1a2
MGI:107929,Pip5k1a
MGI:107930,Pip5k1b
MGI:107931,Sqstm1
MGI:107932,Ndufs6
MGI:107933,Mns1
MGI:107934,Mdm4
MGI:107935,Lrig1
MGI:107937,Tfb2m
MGI:107940,Ezh2
MGI:107941,Emp1
MGI:107942,Epyc
MGI:107945,Zfp36l2
MGI:107946,Zfp36l1
MGI:107948,Art5
MGI:107949,Rhob
MGI:107953,Klc2
MGI:107956,Slc8a1
MGI:107976,Slc8a3
MGI:107978,Klc1
MGI:107979,Kif3c
MGI:107995,Upf1
MGI:107996,Slc8a2
MGI:108005,Myd88
MGI:108007,Kcnj9
MGI:108009,Alppl2
MGI:108011,Nobox
MGI:108012,Sebox
MGI:108014,Polr1b
MGI:108015,Nkx3-2
MGI:108016,Rad21
MGI:108017,Laptm4a
MGI:108018,Ntsr2
MGI:108019,Sdf2
MGI:108020,Ear2
MGI:108021,Ear1
MGI:108022,Pkn1
MGI:108024,Rgn
MGI:108025,Prkar2a
MGI:108028,Atr
MGI:108029,Scn10a
MGI:108030,Hyou1
MGI:108031,Gpr65
MGI:108037,Vegfd
MGI:108038,Glrp1
MGI:108039,Dbil5
MGI:108040,Cnga2
MGI:108041,Traf3
MGI:108042,Ccna1
MGI:108046,Laptm5
MGI:108047,Bag1
MGI:108048,Smyd5
MGI:108050,Ext2
MGI:108051,Smad2
MGI:108052,Bcl2l2
MGI:108053,Rit1
MGI:108054,Rit2
MGI:108055,Neurod4
MGI:108056,Nfia
MGI:108057,Rpl6
MGI:108058,Adm
MGI:108059,Stx2
MGI:108061,Wnt10b
MGI:108062,Siah2
MGI:108063,Siah1b
MGI:108064,Siah1a
MGI:108067,Nkx2-1
MGI:108068,Cxcl1
MGI:108069,Ccna2
MGI:108070,Zik1
MGI:108071,Wnt10a
MGI:108072,Traf6
MGI:108074,Sptlc2
MGI:108075,Smo
MGI:108076,Frrs1
MGI:108077,Nptn
MGI:108078,Sfrp2
MGI:108079,Sdf4
MGI:108080,Serpinf1
MGI:108081,Sypl
MGI:108082,Npy5r
MGI:108084,Cep250
MGI:108085,Hpgd
MGI:108086,Hdac1
MGI:108087,Hars
MGI:108088,Gab1
MGI:108089,Erh
MGI:108090,Ei24
MGI:108092,Bin1
MGI:108093,Bid
MGI:108094,Zfp92
MGI:108095,Zfp185
MGI:108100,Dvl3
MGI:108101,Ddn
MGI:108104,Snrk
MGI:108109,Ywhag
MGI:108110,Sparcl1
MGI:108114,Slc12a3
MGI:108117,Emd
MGI:108118,Tsx
MGI:108173,Prkg2
MGI:108176,Prx
MGI:108177,Dhx9
MGI:108180,Mrpl49
MGI:108186,Aldh7a1
MGI:108187,Zfp160
MGI:108202,Pcbp2
MGI:108224,Ccl12
MGI:108247,Tdg
MGI:108278,Ube2m
MGI:108295,Pxn
MGI:108359,Alx4
MGI:108360,Enah
MGI:108384,Btg2
MGI:108388,Sephs2
MGI:108389,Kif4
MGI:108390,Kif2a
MGI:108391,Kif1a
MGI:108392,Slc20a1
MGI:108395,Vnn1
MGI:108396,Dtymk
MGI:108398,Mlx
MGI:108399,Tcf20
MGI:108402,Slbp
MGI:108403,Polr1d
MGI:108408,Rgs8
MGI:108409,Rgs4
MGI:108410,Ptpn18
MGI:108412,Plpp1
MGI:108413,Pde1c
MGI:108417,Nrtn
MGI:108418,Npy2r
MGI:108420,Nfe2l2
MGI:108424,Lrmp
MGI:108426,Kif1b
MGI:108427,Insl3
MGI:108429,Lpar1
MGI:108430,Arhgdig
MGI:108440,Amot
MGI:108442,Cpeb1
MGI:108443,Camp
MGI:108445,Ciita
MGI:108446,Rhod
MGI:108447,Anp32a
MGI:108448,Angpt1
MGI:108449,Adcyap1r1
MGI:108450,Adcy9
MGI:108451,Acaca
MGI:108454,Mlana
MGI:108460,Fzd8
MGI:108466,Ralbp1
MGI:108470,St6gal1
MGI:108471,Ntan1
MGI:108474,Fzd6
MGI:108476,Fzd3
MGI:108481,Anxa11
MGI:108482,Hrh2
MGI:108495,Kcnj12
MGI:108498,Nbr1
MGI:108511,Mobp
MGI:108515,Cbx3
MGI:108517,Denn2b
MGI:108519,Meis3
MGI:108520,Fzd4
MGI:108543,Tfpi2
MGI:108554,Dab1
MGI:108559,Macf1
MGI:108563,Sirpa
MGI:108570,Fzd7
MGI:108571,Fzd5
MGI:109123,Il11ra2
MGI:109124,Vegfc
MGI:109125,Timp4
MGI:109126,Thrsp
MGI:109127,Tsc22d1
MGI:109129,Taf6
MGI:109130,Stip1
MGI:109131,Stc1
MGI:109132,Snap91
MGI:109137,Rasgrf2
MGI:109146,Tmsb10
MGI:109147,Oxtr
MGI:109148,Olfr17
MGI:109149,Nsg1
MGI:109150,Mnt
MGI:109151,Ltbp1
MGI:109152,Lig3
MGI:109153,Ktn1
MGI:109155,Kcnab1
MGI:109156,Isl2
MGI:109157,Elavl3
MGI:109160,Mnx1
MGI:109161,Grk5
MGI:109162,Gpam
MGI:109163,Gng8
MGI:109164,Gng5
MGI:109165,Gngt1
MGI:109166,Ncs1
MGI:109167,Fgf11
MGI:109168,Fat1
MGI:109169,Epas1
MGI:109172,Dspp
MGI:109173,Dsc1
MGI:109175,Dab2
MGI:109176,Cpt2
MGI:109177,Cd59a
MGI:109178,Fgf13
MGI:109182,Acat3
MGI:109183,Fgf12
MGI:109185,Ccn3
MGI:109186,Ncf4
MGI:109187,Kifc2
MGI:109188,Kif21a
MGI:109189,Fgf14
MGI:109191,Hfe
MGI:109192,Actn2
MGI:109194,Ywhah
MGI:109198,Eif4ebp2
MGI:109200,Tradd
MGI:109201,Nat2
MGI:109202,Kifc3
MGI:109205,Npas1
MGI:109207,Eif4g2
MGI:109210,Ifna11
MGI:109211,Pkn2
MGI:109232,Npas2
MGI:109233,Kif22
MGI:109234,Kif21b
MGI:109235,Itpkb
MGI:109238,Sem1
MGI:109239,Kcnab2
MGI:109240,Ube2l3
MGI:109242,Spin1
MGI:109243,St8sia5
MGI:109246,Htr4
MGI:109247,Ddit3
MGI:109248,Chrm5
MGI:109249,Adamts1
MGI:109253,Gzmg
MGI:109254,Gzmf
MGI:109255,Gzmd
MGI:109256,Gzmc
MGI:109257,Smn1
MGI:109258,Nprl3
MGI:109263,Tsn
MGI:109265,Gzme
MGI:109266,Gzma
MGI:109267,Gzmb
MGI:109268,Vasp
MGI:109269,Inhbe
MGI:109271,Zhx1
MGI:109272,Vipr1
MGI:109274,Trim28
MGI:109275,Trim24
MGI:109277,Pik3r3
MGI:109278,Ogn
MGI:109279,Nnt
MGI:109280,Nudt1
MGI:109281,Pkp4
MGI:109282,Speg
MGI:109292,Rad50
MGI:109294,Cd244a
MGI:109295,Sall3
MGI:109296,Sqle
MGI:109297,Slpi
MGI:109299,Polr2c
MGI:109301,Papola
MGI:109302,Olfr33
MGI:109303,Olfr32
MGI:109304,Olfr31
MGI:109305,Olfr30
MGI:109308,Olfr27
MGI:109309,Olfr26
MGI:109310,Olfr25
MGI:109311,Olfr24
MGI:109312,Olfr23
MGI:109315,Olfr20
MGI:109316,Olfr19
MGI:109317,Olfr18
MGI:109318,Myl6
MGI:109320,Mmp15
MGI:109321,Lama4
MGI:109322,Kcnk1
MGI:109323,Htr2b
MGI:109324,Fadd
MGI:109326,Bnip3
MGI:109327,Bnip2
MGI:109328,Bnip1
MGI:109330,Prop1
MGI:109331,Nxn
MGI:109334,Irs2
MGI:109335,Spam1
MGI:109336,Etv6
MGI:109337,Brca2
MGI:109338,Rap1gap
MGI:109339,Eya3
MGI:109340,Pitx2
MGI:109341,Eya2
MGI:109342,Eif2d
MGI:109343,Lad1
MGI:109344,Eya1
MGI:109345,Ctr9
MGI:109346,Nkx1-1
MGI:109347,Lum
MGI:109349,Atf2
MGI:109350,Slc4a3
MGI:109351,Slc4a2
MGI:109352,Ung
MGI:109353,Ufd1
MGI:109354,Ucp2
MGI:109355,Stx1a
MGI:109356,Snap23
MGI:109359,Nek2
MGI:109360,Lmo4
MGI:109365,Napsa
MGI:109366,Kcnk2
MGI:109367,Impdh2
MGI:109368,Gimap1
MGI:109369,Hp1bp3
MGI:109373,Hmox2
MGI:109374,Fut2
MGI:109375,Fut1
MGI:109377,Ell
MGI:109382,Noct
MGI:109383,Casp7
MGI:109384,Atf3
MGI:109386,Cebpz
MGI:109392,Esr2
MGI:109393,Slc4a1
MGI:109404,Nup98
MGI:109406,Reg3g
MGI:109408,Reg3a
MGI:109419,Faf1
MGI:109433,Oaz1
MGI:109440,Ly6g
MGI:109441,Ly6f
MGI:109442,Itga8
MGI:109443,Gtpbp1
MGI:109446,Doc2a
MGI:109447,Ctcf
MGI:109448,Cfc1
MGI:109450,Frat1
MGI:109452,Smad1
MGI:109473,Usp34
MGI:109474,Commd1
MGI:109482,Cacna1a
MGI:109483,Rnf103
MGI:109484,Ywhaz
MGI:109485,Wnt8b
MGI:109486,Prdx2
MGI:109489,Snrpc
MGI:109490,Sms
MGI:109495,Nfil3
MGI:109496,Lgals9
MGI:109497,Gata5
MGI:109501,Crat
MGI:109503,Cdh12
MGI:109505,Xlr3b
MGI:109506,Xlr3a
MGI:109514,Cstb
MGI:109515,Sftpd
MGI:109516,Sftpb
MGI:109517,Sftpc
MGI:109518,Sftpa1
MGI:109519,Msh3
MGI:109521,Htr2a
MGI:109522,Ugt8a
MGI:109523,Trpc6
MGI:109524,Trpc5
MGI:109525,Trpc4
MGI:109526,Trpc3
MGI:109527,Trpc2
MGI:109528,Trpc1
MGI:109529,Dpf2
MGI:109530,E4f1
MGI:109531,Cdc37
MGI:109532,Btg3
MGI:109533,Abcb7
MGI:109536,Itih4
MGI:109538,Cort
MGI:109542,Sycp3
MGI:109544,Crybg1
MGI:109545,Gpr182
MGI:109547,Dnm2
MGI:109548,Adam10
MGI:109550,Tnnt3
MGI:109552,Il4i1
MGI:109553,Ctsc
MGI:109555,Psmc2
MGI:109559,Ptprr
MGI:109561,Sp100
MGI:109562,Ackr3
MGI:109563,Cxcr4
MGI:109564,Kif5a
MGI:109565,Kmt2b
MGI:109567,Tceal9
MGI:109568,Wbp4
MGI:109569,Fmnl3
MGI:109571,Tulp1
MGI:109572,Tuft1
MGI:109576,Taf1c
MGI:109577,Taf1b
MGI:109578,Taf1a
MGI:109579,Serpinb5
MGI:109580,Sf3b4
MGI:109581,S100a13
MGI:109582,Polr2j
MGI:109583,Pten
MGI:109584,Prpf4b
MGI:109585,Pld1
MGI:109587,Tnfrsf11b
MGI:109589,Ocrl
MGI:109591,Nfic
MGI:109595,Ccndbp1
MGI:109596,Kifc1
MGI:109598,Hsd3b6
MGI:109599,Has3
MGI:109602,Gphn
MGI:109603,Cmklr1
MGI:109604,Plk3
MGI:109605,Srgap2
MGI:109606,Fnbp1
MGI:109608,Fap
MGI:109609,Faah
MGI:109610,Enc1
MGI:109611,Dsp
MGI:109612,Cyp2g1
MGI:109615,Mia
MGI:109617,Barx2
MGI:109618,Atp6v1b2
MGI:109619,Neurog2
MGI:109620,Arvcf
MGI:109622,Aip
MGI:109632,Rax
MGI:109635,Wrn
MGI:109637,Erf
MGI:109656,Lasp1
MGI:700006,Dbnl
MGI:700009,Sh3gl2
MGI:700010,Sh3gl1
MGI:700012,Ostf1
MGI:700013,Sorbs3
MGI:700014,Sorbs1
MGI:99694,Rasgrf1
MGI:891963,Ywhaq
MGI:891964,Xrn1
MGI:891965,Vps45
MGI:891967,Serpina1e
MGI:891968,Serpina1d
MGI:891969,Serpina1c
MGI:891970,Serpina1b
MGI:891971,Serpina1a
MGI:891976,Bhlha15
MGI:891978,Phyh
MGI:891980,Klk1b27
MGI:891981,Klk1b26
MGI:891982,Klk1b16
MGI:891989,Npbwr1
MGI:891990,Gykl1
MGI:891995,Mapre1
MGI:891996,Cps1
MGI:891999,Adarb1
MGI:892001,Slc22a6
MGI:892003,Tcof1
MGI:892006,Gsc2
MGI:892010,Sfrp4
MGI:892014,Sfrp1
MGI:892018,Klk1b8
MGI:892019,Klk1b1
MGI:892020,Klk1b5
MGI:892021,Klk1b24
MGI:892022,Klk1b21
MGI:892023,Klk1b11
MGI:892032,Frzb
MGI:892866,Dgcr2
MGI:892877,Pld2
MGI:103011,Ccr7
MGI:892970,Mal
MGI:892973,Gpr19
MGI:892977,Slc26a2
MGI:892979,Chm
MGI:892986,Spib
MGI:892995,Dnajc5
MGI:108404,Apbb3
MGI:108405,Apbb2
MGI:107765,Apbb1
MGI:107612,Rtn2
MGI:105374,Npy4r
MGI:106651,Ly6e
MGI:106588,Lag3
MGI:96881,Ly6d
MGI:101940,Arhgdib
MGI:88556,Ctla4
MGI:103197,Mcm5
MGI:103199,Mcm4
MGI:88266,Capns1
MGI:88264,Capn2
MGI:88263,Capn1
MGI:893573,Prap1
MGI:893575,Plscr1
MGI:893577,Stx4a
MGI:893578,Scarb1
MGI:893579,Khdrbs1
MGI:893580,Prtn3
MGI:893584,Gngt2
MGI:893587,Dok1
MGI:893591,Neurog3
MGI:893592,Ager
MGI:893597,Frg1
MGI:893598,Sh2b3
MGI:894275,Rfng
MGI:894278,Bche
MGI:894279,Mknk2
MGI:894281,Prl8a2
MGI:894282,Sstr5
MGI:894284,Rab12
MGI:894288,Selenop
MGI:894289,Ebf3
MGI:894291,Acsl6
MGI:894292,Mtr
MGI:894293,Smad4
MGI:894297,Clta
MGI:894308,Rab21
MGI:894310,Septin8
MGI:894312,Crhr2
MGI:894313,Rab6a
MGI:894315,Rap1b
MGI:894316,Mknk1
MGI:894318,Cdk14
MGI:894320,Prdx6
MGI:894323,Ranbp2
MGI:894324,Cenpx
MGI:894326,Atp6v1e1
MGI:894332,Ebf2
MGI:894407,Tmem165
MGI:102522,Cacnb1
MGI:103307,Cacnb3
MGI:103301,Cacnb4
MGI:894644,Cacnb2
MGI:894645,Pick1
MGI:894646,Hlcs
MGI:894652,Usp10
MGI:894653,Npm3
MGI:894657,Serpinb8
MGI:894659,Hbp1
MGI:894662,Nrsn1
MGI:894663,Ext1
MGI:894667,Serpinb9d
MGI:894668,Serpinb9b
MGI:894669,Serpinb9c
MGI:894670,Ldb2
MGI:894671,Serpinb9f
MGI:894672,Serpinb9e
MGI:894676,Mast2
MGI:894678,Aurka
MGI:894679,Bach2
MGI:894680,Bach1
MGI:894682,Unc5a
MGI:894684,Pa2g4
MGI:894686,Col9a3
MGI:894687,Xrn2
MGI:894688,Serpinb6b
MGI:894689,Ywhae
MGI:894692,Galnt4
MGI:894693,Galnt1
MGI:894694,Galnt2
MGI:894695,Galnt3
MGI:894696,Serping1
MGI:894697,Rad54l
MGI:894698,Sgca
MGI:894701,Mgat5
MGI:894702,Numbl
MGI:894703,Unc5b
MGI:894762,Ldb1
MGI:894806,Mylk
MGI:894810,Uty
MGI:894835,Rbbp6
MGI:895068,Lgals2
MGI:895149,Acadvl
MGI:95863,Gsta2
MGI:109573,Tep1
MGI:95755,Slc2a1
MGI:95856,Gsta3
MGI:95862,Gstm4
MGI:95860,Gstm1
MGI:95691,Mstn
MGI:95861,Gstm2
MGI:107379,Gstt1
MGI:95758,Slc2a4
MGI:95757,Slc2a3
MGI:99695,Cttn
MGI:1095396,Col16a1
MGI:1095400,Zfpm1
MGI:1095401,Rida
MGI:1095403,Sf1
MGI:1095404,Mfng
MGI:1095405,Ptch2
MGI:1095406,Tuba3a
MGI:1095407,Bmpr2
MGI:1095408,Tuba3b
MGI:1095409,Tuba1c
MGI:1095410,Tuba4a
MGI:1095411,Nup214
MGI:1095412,Unc5c
MGI:1095413,Lfng
MGI:1095414,Cdh17
MGI:1095415,Col19a1
MGI:1095416,Jag1
MGI:1095417,Gsta1
MGI:1095418,Tfpi
MGI:1095419,Kdm6a
MGI:1095438,Slc2a2
MGI:99500,Ephx2
MGI:95405,Ephx1
MGI:88294,Cacna1s
MGI:88293,Cacna1d
MGI:105371,Spock1
MGI:104535,Pemt
MGI:1095733,Pros1
MGI:1095734,Ccng2
MGI:1095737,Cntn4
MGI:104770,Ephb3
MGI:99654,Epha5
MGI:104757,Ephb4
MGI:95276,Epha7
MGI:108034,Epha6
MGI:107444,Efna5
MGI:102707,Efna2
MGI:105097,Efnb2
MGI:106643,Efna4
MGI:106644,Efna3
MGI:102708,Efnb1
MGI:103236,Efna1
MGI:98277,Epha4
MGI:109378,Epha8
MGI:107381,Epha1
MGI:109196,Efnb3
MGI:1098296,Cpt1a
MGI:1098297,Cpt1b
MGI:95278,Epha2
MGI:99611,Ephb2
MGI:99612,Epha3
MGI:1096317,Eef1a2
MGI:1096320,Ccr10
MGI:1096324,Lst1
MGI:1096325,Mesp2
MGI:1096327,Axin1
MGI:1096329,Foxi1
MGI:1096330,Bad
MGI:1096331,Slc1a6
MGI:1096337,Ephb1
MGI:1096338,Ephb6
MGI:1096340,E2f3
MGI:1096341,E2f2
MGI:1096342,Rhoa
MGI:1096343,Lhx8
MGI:1096344,Ampd3
MGI:1096345,Gckr
MGI:1096349,Ptprq
MGI:1096350,Fgfbp1
MGI:1096353,Khk
MGI:1096355,S1pr1
MGI:1096359,Cyp26a1
MGI:1096360,Cd151
MGI:1096361,Jpt1
MGI:1096362,Nrxn2
MGI:1096363,Gp5
MGI:1096365,Psme2
MGI:1096366,Psme3
MGI:1096367,Psme1
MGI:1096372,Ybx2
MGI:1096376,Exoc4
MGI:1096377,Traip
MGI:1096380,Psmb10
MGI:1096381,Arntl
MGI:1096383,Fgf15
MGI:1096385,Bcan
MGI:1096386,Hsd17b2
MGI:1096388,Esx1
MGI:1096389,Nrxn3
MGI:1096391,Nrxn1
MGI:1096393,Snai2
MGI:1096397,Polr1a
MGI:1096398,Cd81
MGI:1096550,Cyp4a14
MGI:1096551,Morf4l1
MGI:1096566,Pias2
MGI:1096570,Tex264
MGI:1096572,Zfand3
MGI:1096573,Utp4
MGI:1096574,Car4
MGI:1096575,Tex261
MGI:1096584,Psmd2
MGI:107505,Alox5ap
MGI:1096863,Entpd2
MGI:1096865,Aqp2
MGI:1096866,Chad
MGI:1096867,Etv5
MGI:1096868,Cxcl5
MGI:1096873,Irf4
MGI:1096875,Wdfy3
MGI:1096877,Dll3
MGI:1096878,Defb1
MGI:1096879,Fxn
MGI:1096880,Phlda1
MGI:1096881,Eef1a1
MGI:107420,Irak1
MGI:97851,Slc20a2
MGI:97143,Marcksl1
MGI:1097152,Ptpro
MGI:1097153,Cx3cl1
MGI:1097156,Ptgis
MGI:1097157,Ppef1
MGI:1097158,Calu
MGI:1097159,Neo1
MGI:1097160,P2rx3
MGI:1097161,Bak1
MGI:1097163,Pold2
MGI:1097164,Bnc1
MGI:1097165,Nrg3
MGI:1097166,Tcl1
MGI:108091,Bcar1
MGI:103580,Hand2
MGI:97379,Slc10a1
MGI:96958,Golga3
MGI:893586,Snu13
MGI:103577,Hand1
MGI:104694,Ncan
MGI:1097667,Ganab
MGI:1097668,Upp1
MGI:1097680,C3ar1
MGI:1097682,Rps5
MGI:1097683,Ifnab
MGI:1097686,H3f3a
MGI:1097689,Ackr1
MGI:1097692,Opn1mw
MGI:1097693,Ogg1
MGI:1097695,Ezh1
MGI:1097696,Rem1
MGI:1097705,Kng1
MGI:1097706,Cetn3
MGI:1097709,Rrh
MGI:1097711,Degs1
MGI:1097712,Npc1
MGI:1097714,Bhlhe40
MGI:1097716,Arx
MGI:1097717,Ankrd1
MGI:1098211,Pik3cd
MGI:1098219,Hmgb3
MGI:1098221,Gamt
MGI:1098222,Resp18
MGI:1098224,Rad51ap1
MGI:1098226,Kif14
MGI:1098229,Kif17
MGI:1098230,Cenpe
MGI:1098231,Kif11
MGI:1098232,Kif12
MGI:1098233,Impact
MGI:1098234,Adprh
MGI:1098235,P2rx1
MGI:1098236,Cast
MGI:1098237,Kif9
MGI:1098238,Kif6
MGI:1098239,Kif7
MGI:1098240,Kif16b
MGI:1098242,Bpgm
MGI:1098243,Ifnar2
MGI:1098244,Ap1s1
MGI:1098246,Nrg2
MGI:1098257,Psmb4
MGI:1098258,Kif15
MGI:1098259,Capg
MGI:1098260,Kif1c
MGI:1098264,Kif13a
MGI:1098265,Kif13b
MGI:1098266,Chl1
MGI:1098267,Ogdh
MGI:1098268,Kif5b
MGI:1098269,Kif5c
MGI:1098270,Jag2
MGI:1098271,Rgs2
MGI:1098272,Rnasel
MGI:1098273,Amacr
MGI:1098274,Cyp27b1
MGI:1098275,Gse1
MGI:1098280,Crebbp
MGI:1098282,C9
MGI:1098283,Per1
MGI:1098434,Rgs5
MGI:109575,Tecta
MGI:103561,Kpna2
MGI:109574,Tectb
MGI:103560,Kpna1
MGI:97295,Casp2
MGI:96544,Casp1
MGI:106012,Tagln
MGI:1098533,Ints9
MGI:1098535,Camk1
MGI:1098547,Nhp2
MGI:1098550,Ficd
MGI:1098551,Clk4
MGI:1098566,Gypc
MGI:1098567,Astn1
MGI:1098568,Tmem222
MGI:1098577,Mettl17
MGI:1098583,Stag2
MGI:1098586,Rab11fip5
MGI:1098590,Npy6r
MGI:1098592,Alg3
MGI:1098597,Ift81
MGI:1098600,Odf2l
MGI:1098604,Rragd
MGI:1098610,Psmc3ip
MGI:1098615,Kank3
MGI:1098622,Rif1
MGI:1098623,Acaa2
MGI:1098624,Hes2
MGI:1098641,Wasf2
MGI:1098643,Coq5
MGI:1098644,Mfhas1
MGI:1098653,Rbm34
MGI:1098658,Stag1
MGI:1098669,Clk2
MGI:1098670,Clk3
MGI:1098672,Szrd1
MGI:1098673,Anapc4
MGI:1098684,Eif2a
MGI:1098686,Tmc6
MGI:1098687,Aak1
MGI:1098693,Tet1
MGI:1098699,Esyt3
MGI:1098703,Sgta
MGI:1098708,Tbc1d14
MGI:1098713,Parp8
MGI:1098718,Tmem38b
MGI:1098726,Emp2
MGI:1098727,Trappc1
MGI:1098729,Emp3
MGI:1098733,Slc46a1
MGI:1098746,Ankzf1
MGI:1098748,Ctdsp2
MGI:1098749,Erc2
MGI:1098754,Psmc3
MGI:1098757,Coa3
MGI:1098765,Nrap
MGI:1098767,Sgo2a
MGI:1098769,Zfp267
MGI:1098772,Pik3r2
MGI:1098773,Tmem141
MGI:1098776,Lbp
MGI:1098779,Cdk2ap2
MGI:1098783,Rhpn1
MGI:1098784,Fam126b
MGI:1098791,Sepsecs
MGI:1098801,Otud4
MGI:1098802,Cdk12
MGI:1098804,Kcns3
MGI:1098806,Commd2
MGI:1098815,Cdc23
MGI:1098824,Odf2
MGI:1098826,Coq4
MGI:1098827,Reep1
MGI:1099055,Rptn
MGI:107973,Igfals
MGI:104861,Bcat1
MGI:892968,Tacr3
MGI:98475,Tacr1
MGI:98477,Tacr2
MGI:1099431,Sptlc1
MGI:1099438,Nsdhl
MGI:1099439,Stk10
MGI:1099442,Atxn3
MGI:1099443,Nnmt
MGI:1099444,Zscan12
MGI:1099446,Synpo
MGI:1099447,Golgb1
MGI:1099448,Ccl25
MGI:1099452,Mtm1
MGI:1099460,Rbm3
MGI:1099461,Shd
MGI:1099462,She
MGI:1099463,Idh3g
MGI:1099464,Ssr4
MGI:1099786,Dhx15
MGI:1099787,Ucp3
MGI:1099790,Plk2
MGI:1099792,Ptpn4
MGI:1099800,Nfkb2
MGI:1099802,Npdc1
MGI:1099804,Hip1
MGI:1099809,Fgf10
MGI:1099818,Pkd2
MGI:1099832,Tln1
MGI:1099835,Skiv2l
MGI:106601,Prm3
MGI:88613,Ccn1
MGI:1100492,Nrp2
MGI:1100494,Ercc6
MGI:1100495,Atp5pb
MGI:1100496,Fmo3
MGI:1100497,Doc2b
MGI:1100498,Pitx3
MGI:1100499,Vps4b
MGI:1100500,Flot1
MGI:1100501,Brs3
MGI:1100508,Kcnj8
MGI:1100509,Kcnk3
MGI:1100510,Bub1
MGI:1100511,Myt1l
MGI:1100512,Mre11a
MGI:1100513,Lmx1b
MGI:1100514,Pnn
MGI:1100515,Dr1
MGI:1100517,Clpb
MGI:1100518,Smad7
MGI:1100520,Twf1
MGI:1100521,Slc7a3
MGI:1100525,Nmbr
MGI:1100526,Nr2e1
MGI:1100535,Myt1
MGI:1100537,Mid1
MGI:1100818,Crcp
MGI:1100819,Aff1
MGI:1100836,Kpna6
MGI:1100842,Gfra1
MGI:1100845,Krt6a
MGI:1100846,Med1
MGI:1100848,Kpna4
MGI:1100850,Capn6
MGI:1100851,Elavl1
MGI:1100856,Mras
MGI:1100859,Capn5
MGI:1100860,Frs2
MGI:1100863,Kpna3
MGI:1100864,Dnah11
MGI:1100865,Rbm4
MGI:1100867,Asic2
MGI:1100868,Tbrg4
MGI:1100870,Gcnt2
MGI:1100874,Plagl1
MGI:1100877,Tbrg1
MGI:1100878,Selenow
MGI:1100881,Prss12
MGI:1100882,Phox2b
MGI:1100883,Celsr1
MGI:1100885,Cdr2
MGI:1100886,Prom1
MGI:1100887,Elavl2
MGI:1101061,Slc18a3
MGI:99923,Kcnma1
MGI:104856,Rorc
MGI:108083,Kcnq1
MGI:1101355,Ltbp3
MGI:1101356,Ece2
MGI:1101357,Ece1
MGI:1101358,Npepps
MGI:106183,Ocln
MGI:1101759,Rnf2
MGI:1101760,Bicd1
MGI:1101765,Pja1
MGI:1101768,H3f3b
MGI:1101770,Ring1
MGI:1101771,Kl
MGI:1101778,Bmx
MGI:1101779,Thbs4
MGI:1101781,Elf3
MGI:1194488,Slc32a1
MGI:1194489,Guca1b
